 6.42800000e-02  6.66133815e-15  6.42800000e-02 -4.80000000e+01 
 6.52800000e-02  6.66133815e-15  6.52800000e-02 -4.80000000e+01 
 6.62800000e-02  6.66133815e-15  6.62800000e-02 -4.80000000e+01 
 6.72800000e-02  6.66133815e-15  6.72800000e-02 -4.80000000e+01 
 6.82800000e-02  6.66133815e-15  6.82800000e-02 -4.80000000e+01 
 6.92800000e-02  6.66133815e-15  6.92800000e-02 -4.80000000e+01 
 7.02800000e-02  6.66133815e-15  7.02800000e-02 -4.80000000e+01 
 7.12800000e-02  6.66133815e-15  7.12800000e-02 -4.80000000e+01 
 7.22800000e-02  6.66133815e-15  7.22800000e-02 -4.80000000e+01 
 7.32800000e-02  6.66133815e-15  7.32800000e-02 -4.80000000e+01 
 7.42800000e-02  6.66133815e-15  7.42800000e-02 -4.80000000e+01 
 7.52800000e-02  6.66133815e-15  7.52800000e-02 -4.80000000e+01 
 7.62800000e-02  6.66133815e-15  7.62800000e-02 -4.80000000e+01 
 7.72800000e-02  6.66133815e-15  7.72800000e-02 -4.80000000e+01 
 7.82800000e-02  6.66133815e-15  7.82800000e-02 -4.80000000e+01 
 7.92800000e-02  6.66133815e-15  7.92800000e-02 -4.80000000e+01 
 8.02800000e-02  6.66133815e-15  8.02800000e-02 -4.80000000e+01 
 8.12800000e-02  6.66133815e-15  8.12800000e-02 -4.80000000e+01 
 8.22800000e-02  6.66133815e-15  8.22800000e-02 -4.80000000e+01 
 8.32800000e-02  6.66133815e-15  8.32800000e-02 -4.80000000e+01 
 8.42800000e-02  6.66133815e-15  8.42800000e-02 -4.80000000e+01 
 8.52800000e-02  6.66133815e-15  8.52800000e-02 -4.80000000e+01 
 8.62800000e-02  6.66133815e-15  8.62800000e-02 -4.80000000e+01 
 8.72800000e-02  6.66133815e-15  8.72800000e-02 -4.80000000e+01 
 8.82800000e-02  6.66133815e-15  8.82800000e-02 -4.80000000e+01 
 8.92800000e-02  6.66133815e-15  8.92800000e-02 -4.80000000e+01 
 9.02800000e-02  6.66133815e-15  9.02800000e-02 -4.80000000e+01 
